Nome,Edicao,Preco
scudo Dragão / Dragon Shield ,(#SHSP-PT061) / (#SHSP-EN061),N.D
Escudo Drenador / Draining Shield ,(#AST-054) / (#AST-054),N.D
scudo Drenador / Draining Shield ,(#BP02-PT181) / (#BP02-EN181),N.D
scudo Drenador / Draining Shield ,(#DP1-PT026) / (#DP1-EN026),N.D
scudo Drenador / Draining Shield ,(#DR2-PT166) / (#DR2-EN166),N.D
scudo Drenador / Draining Shield ,(#LCYW-PT294) / (#LCYW-EN294),N.D
scudo Drenador / Draining Shield ,(#SDRL-PT037) / (#SDRL-EN037),N.D
scudo Drenador / Draining Shield ,(#YS12-PT035) / (#YS12-EN035),N.D
scudo Drenador / Draining Shield ,(#YS16-PT036) / (#YS16-EN036),N.D
scudo Drenador / Draining Shield ,(#YSDJ-PT038) / (#YSDJ-EN038),N.D
scudo Mágico de Braço / Magical Arm Shield ,(#BP02-PT186) / (#BP02-EN186),N.D
scudo Mágico de Braço / Magical Arm Shield ,(#BP03-PT201) / (#BP03-EN201),N.D
scudo Mágico de Braço / Magical Arm Shield ,(#DT02-PT050) / (#DT02-EN050),N.D
scudo Mágico de Braço / Magical Arm Shield ,(#GLD3-PT048) / (#GLD3-EN048),N.D
scudo Mágico de Braço / Magical Arm Shield ,(#LCJW-PT080) / (#LCJW-EN080),N.D
scudo Mágico de Braço / Magical Arm Shield ,(#SD09-PT032) / (#SD09-EN032),N.D
scudo Mágico de Braço / Magical Arm Shield ,(#SDZW-PT037) / (#SDZW-EN037),N.D
scudo Mágico de Braço / Magical Arm Shield ,(#TP8-PT001) / (#TP8-EN001),N.D
scudo Médio Gardna / Mid Shield Gardna ,(#DR3-PT204) / (#DR3-EN204),N.D
scudo Médio Gardna / Mid Shield Gardna ,(#TLM-PT024) / (#TLM-EN024),N.D
scultor de Espíritos / Spirit Sculptor ,(#RIRA-PT034) / (#RIRA-EN034),"3,20"
scuridão Rastejante / Creeping Darkness ,(#DESO-PT058) / (#DESO-EN058),N.D
scuridão Rastejante / Creeping Darkness ,(#ORCS-PT059) / (#ORCS-EN059),N.D
"scuridão, o HERÓI do Elemento / Elemental HERO Escuridao ",(#SP13-PT046) / (#SP13-EN046),N.D
"scuridão, o HERÓI do Elemento / Elemental HERO Escuridao ",(#YG09-PT001) / (#YG09-EN001),N.D
scuta / Wiretap ,(#DRL3-PT054) / (#DRL3-EN054),N.D
scuta / Wiretap ,(#DRLG-PT035) / (#DRLG-EN035),N.D
scuta / Wiretap ,(#DUDE-PT054) / (#DUDE-EN054),N.D
scuta / Wiretap ,(#OP02-PT027) / (#OP02-EN027),N.D
sfera Explosiva / Blast Sphere ,(#BP01-PT175) / (#BP01-EN175),N.D
sfera Explosiva / Blast Sphere ,(#DLG1-PT092) / (#DLG1-EN092),N.D
sfera Explosiva / Blast Sphere ,(#DPBC-PT042) / (#DPBC-EN042),N.D
sfera Explosiva / Blast Sphere ,(#JUMP-PT019) / (#JUMP-EN019),N.D
sfera Explosiva / Blast Sphere ,(#LCJW-PT180) / (#LCJW-EN180),N.D
sfera Explosiva / Blast Sphere ,(#LED2-PT018) / (#LED2-EN018),N.D
sfera Explosiva / Blast Sphere ,(#RP01-PT091) / (#RP01-EN091),N.D
sfera Explosiva / Blast Sphere ,(#SBSC-PT027) / (#SBSC-EN027),N.D
sfera Explosiva / Blast Sphere ,(#SDMM-PT011) / (#SDMM-EN011),N.D
sfera Kuriboh / Sphere Kuriboh ,(#AC19-PT012) / (#AC19-EN012),N.D
sfera Kuriboh / Sphere Kuriboh ,(#DOCS-PT020) / (#DOCS-EN020),N.D
sfera Kuriboh / Sphere Kuriboh ,(#LEDU-PT043) / (#LEDU-EN043),N.D
sfera Kuriboh / Sphere Kuriboh ,(#MP16-PT121) / (#MP16-EN121),N.D
sfera Kuriboh / Sphere Kuriboh ,(#SBLS-PT018) / (#SBLS-EN018),N.D
sfinge Andro / Andro Sphinx ,(#EP1-PT002) / (#EP1-EN002),N.D
sfinge Dimensional / Dimension Sphinx ,(#MVP1-PT023) / (#MVP1-EN023),N.D
sfinge Dimensional / Dimension Sphinx ,(#MVP1-PTG23) / (#MVP1-ENG23),N.D
sfinge Teleia / Sphinx Teleia ,(#EP1-PT003) / (#EP1-EN003),N.D
sfregão Encantado Poerio / Magicalized Duston Mop ,(#SHSP-PT069) / (#SHSP-EN069),N.D
sfynge da Chama Nebulosa / Hazy Flame Sphynx ,(#CBLZ-PT030) / (#CBLZ-EN030),N.D
sgotamento / Burnout ,(#INOV-PT073) / (#INOV-EN073),"0,60"
sguicho de Lula / Squirt Squid ,(#SAST-PT029) / (#SAST-EN029),N.D
smaecimento do Vácuo / Void Vanishment ,(#CROS-PT061) / (#CROS-EN061),N.D
smaga Cérebro / Brain Crusher ,(#BP02-PT047) / (#BP02-EN047),N.D
smaga Cérebro / Brain Crusher ,(#GX03-PT001) / (#GX03-EN001),N.D
smagador de Fóton / Photon Crusher ,(#LED3-PT042) / (#LED3-EN042),N.D
smagador de Fóton / Photon Crusher ,(#ORCS-PT009) / (#ORCS-EN009),N.D
smagador de Fóton / Photon Crusher ,(#SP14-PT008) / (#SP14-EN008),N.D
smagando o Chão / Smashing Ground ,(#5DS1-PT024) / (#5DS1-EN024),N.D
smagando o Chão / Smashing Ground ,(#CP02-PT005) / (#CP02-EN005),N.D
smagando o Chão / Smashing Ground ,(#DR2-PT094) / (#DR2-EN094),N.D
smagando o Chão / Smashing Ground ,(#DT03-PT043) / (#DT03-EN043),N.D
smagando o Chão / Smashing Ground ,(#GLD3-PT042) / (#GLD3-EN042),N.D
Esmagando o Chão / Smashing Ground ,(#IOC-093) / (#IOC-093),N.D
smagando o Chão / Smashing Ground ,(#LCYW-PT275) / (#LCYW-EN275),N.D
smagando o Chão / Smashing Ground ,(#PGL2-PT075) / (#PGL2-EN075),N.D
smagando o Chão / Smashing Ground ,(#SDGR-PT025) / (#SDGR-EN025),N.D
smagando o Chão / Smashing Ground ,(#SDLS-PT026) / (#SDLS-EN026),N.D
smagando o Chão / Smashing Ground ,(#YS15-PTD12) / (#YS15-END12),N.D
smagando o Chão / Smashing Ground ,(#YS15-PTF14) / (#YS15-ENF14),N.D
smagando o Chão / Smashing Ground ,(#YS15-PTL15) / (#YS15-ENL15),N.D
smagando o Chão / Smashing Ground ,(#YSDJ-PT026) / (#YSDJ-EN026),N.D
smagando o Chão / Smashing Ground ,(#YSDS-PT026) / (#YSDS-EN026),N.D
smagar com o Escudo / Shield Crush ,(#BP01-PT080) / (#BP01-EN080),N.D
smagar com o Escudo / Shield Crush ,(#DEM2-PT015) / (#DEM2-EN015),N.D
smagar com o Escudo / Shield Crush ,(#DT02-PT042) / (#DT02-EN042),N.D
smagar com o Escudo / Shield Crush ,(#PP01-PT007) / (#PP01-EN007),N.D
smagar com o Escudo / Shield Crush ,(#TU05-PT018) / (#TU05-EN018),N.D
smagar com o Escudo / Shield Crush ,(#YSKR-PT038) / (#YSKR-EN038),N.D
SP Amplifier ,(#EXVC-EN055),N.D
spéctro Críptico / Cipher Spectrum ,(#DPDG-PT045) / (#DPDG-EN045),N.D
spéctro Críptico / Cipher Spectrum ,(#MP17-PT221) / (#MP17-EN221),N.D
spéctro Críptico / Cipher Spectrum ,(#RATE-PT069) / (#RATE-EN069),N.D
spírito da Chama Furioso / Raging Flame Sprite ,(#BP01-PT136) / (#BP01-EN136),N.D
spírito da Chama Furioso / Raging Flame Sprite ,(#DR3-PT080) / (#DR3-EN080),N.D
spírito da Chama Furioso / Raging Flame Sprite ,(#RDS-PT020) / (#RDS-EN020),N.D
spírito da Chama Furioso / Raging Flame Sprite ,(#SD3-PT010) / (#SD3-EN010),N.D
spírito da Chama Furioso / Raging Flame Sprite ,(#SDOK-PT017) / (#SDOK-EN017),N.D
Espírito da Harpa / Spirit of the Harp ,(#LOB-078) / (#LOB-078),N.D
Espírito da Harpa / Spirit of the Harp ,(#SDJ-004) / (#SDJ-004),N.D
Espírito da Harpa / Spirit of the Harp ,(#TP3-013) / (#TP3-013),N.D
spírito da Harpa / Spirit of the Harp ,(#YS11-PT001) / (#YS11-EN001),N.D
spírito da Harpa / Spirit of the Harp ,(#YS12-PT002) / (#YS12-EN002),N.D
Espírito das Chamas / Spirit of Flames ,(#LON-067) / (#LON-067),N.D
spírito das Chamas / Spirit of Flames ,(#SDOK-PT016) / (#SDOK-EN016),N.D
spírito de Luta do Dragão / Dragon's Fighting Spirit ,(#MVP1-PT007) / (#MVP1-EN007),N.D
spírito de Luta do Dragão / Dragon's Fighting Spirit ,(#MVP1-PTG07) / (#MVP1-ENG07),N.D
spírito de Olhos Vermelhos / Red-Eyes Spirit ,(#DRL2-PT020) / (#DRL2-EN020),N.D
spírito de Olhos Vermelhos / Red-Eyes Spirit ,(#LDK2-PTJ35) / (#LDK2-ENJ35),N.D
spírito de Olhos Vermelhos / Red-Eyes Spirit ,(#LDK2-PTJ35) / (#LDK2-ENJ35),N.D
spírito de Olhos Vermelhos / Red-Eyes Spirit ,(#LDK2-PTJ35) / (#LDK2-ENJ35),N.D
spírito de Olhos Vermelhos / Red-Eyes Spirit ,(#LDK2-PTJ35) / (#LDK2-ENJ35),N.D
spírito de Olhos Vermelhos / Red-Eyes Spirit ,(#SS02-PTB19) / (#SS02-ENB19),N.D
spírito de Pó das Trevas / Dark Dust Spirit ,(#BP01-PT005) / (#BP01-EN005),N.D
spírito de Pó das Trevas / Dark Dust Spirit ,(#DB2-PT217) / (#DB2-EN217),N.D
spírito de Pó das Trevas / Dark Dust Spirit ,(#LCJW-PT188) / (#LCJW-EN188),N.D
Espírito de Pó das Trevas / Dark Dust Spirit ,(#PGD-017) / (#PGD-017),N.D
spírito de Pó das Trevas / Dark Dust Spirit ,(#SD2-PT004) / (#SD2-EN004),N.D
spírito do Caratê Kuro-Obi / Kuro-Obi Karate Spirit ,(#EXFO-PT081) / (#EXFO-EN081),"0,60"
spírito do Caratê Kuro-Obi / Kuro-Obi Karate Spirit ,(#MP18-PT224) / (#MP18-EN224),N.D
spírito do Herói / Hero Spirit ,(#DPK-PTSE3) / (#DPK-ENSE3),N.D
spírito do Herói / Hero Spirit ,(#LCGX-PT117) / (#LCGX-EN117),N.D
spírito do Kendo Kai-Den / Kai-Den Kendo Spirit ,(#FLOD-PT000) / (#FLOD-EN000),N.D
spírito do Sumô Yoko-Zuna / Yoko-Zuna Sumo Spirit ,(#EXFO-PT000) / (#EXFO-EN000),"0,60"
spírito do Sumô Yoko-Zuna / Yoko-Zuna Sumo Spirit ,(#MP18-PT168) / (#MP18-EN168),N.D
spírito do Vento de Outono / Spirit of the Fall Wind ,(#MP17-PT021) / (#MP17-EN021),N.D
spírito do Vento de Outono / Spirit of the Fall Wind ,(#SHVI-PT039) / (#SHVI-EN039),N.D
spírito Dragão de Branco / Dragon Spirit of White ,(#LCKC-PT018) / (#LCKC-EN018),N.D
spírito Dragão de Branco / Dragon Spirit of White ,(#LDK2-PTK02) / (#LDK2-ENK02),N.D
spírito Dragão de Branco / Dragon Spirit of White ,(#LDK2-PTK02) / (#LDK2-ENK02),N.D
spírito Dragão de Branco / Dragon Spirit of White ,(#LDK2-PTK02) / (#LDK2-ENK02),N.D
spírito Dragão de Branco / Dragon Spirit of White ,(#LDK2-PTK02) / (#LDK2-ENK02),N.D
spírito Dragão de Branco / Dragon Spirit of White ,(#MP17-PT010) / (#MP17-EN010),N.D
spírito Dragão de Branco / Dragon Spirit of White ,(#SHVI-PT018) / (#SHVI-EN018),N.D
spírito Kishido / Kishido Spirit ,(#DR1-PT093) / (#DR1-EN093),N.D
Espírito Kishido / Kishido Spirit ,(#MFC-038) / (#MFC-038),N.D
spírito Lutador / Fighting Spirit ,(#BP01-PT081) / (#BP01-EN081),N.D
spírito Lutador / Fighting Spirit ,(#BP02-PT153) / (#BP02-EN153),N.D
spírito Lutador / Fighting Spirit ,(#BP03-PT155) / (#BP03-EN155),N.D
spírito Lutador / Fighting Spirit ,(#DP08-PT017) / (#DP08-EN017),N.D
spírito Lutador / Fighting Spirit ,(#SBSC-PT041) / (#SBSC-EN041),N.D
spírito Lutador / Fighting Spirit ,(#TDGS-PT045) / (#TDGS-EN045),N.D
spírito Meca-Mola / Gearspring Spirit ,(#DT07-PT058) / (#DT07-EN058),N.D
spírito Meca-Mola / Gearspring Spirit ,(#HA07-PT038) / (#HA07-EN038),N.D
spírito Negro da Malícia / Dark Spirit of Malice ,(#LED5-PT003) / (#LED5-EN003),N.D
spírito Negro do Banimento / Dark Spirit of Banishment ,(#LED5-PT002) / (#LED5-EN002),N.D
spírito Ryu / Spirit Ryu ,(#SS02-PTA08) / (#SS02-ENA08),N.D
Espírito Tenyi - ,Adhara,N.D
spírito Tenyi - Adhara / Tenyi Spirit - Adhara ,(#RIRA-PT012) / (#RIRA-EN012),"6,40"
spírito Tenyi - Ashuna / Tenyi Spirit - Ashuna ,(#CHIM-PT019) / (#CHIM-EN019),N.D
spírito Tenyi - Mapura / Tenyi Spirit - Mapura ,(#RIRA-PT014) / (#RIRA-EN014),N.D
spírito Tenyi - Nahata / Tenyi Spirit - Nahata ,(#RIRA-PT015) / (#RIRA-EN015),N.D
spírito Tenyi - Shthana / Tenyi Spirit - Shthana ,(#RIRA-PT013) / (#RIRA-EN013),N.D
Espírito Tenyi - ,Vishuda,N.D
spírito Tenyi - Vishuda / Tenyi Spirit - Vishuda ,(#RIRA-PT016) / (#RIRA-EN016),"7,60"
spírito-Possuído - Lyna / Familiar-Possessed - Lyna ,(#MACR-PT037) / (#MACR-EN037),N.D
spírito-Possuído - Lyna / Familiar-Possessed - Lyna ,(#MP18-PT010) / (#MP18-EN010),N.D
spíritos Boxeadores Obstinados / Battlin' Boxing Spirits ,(#MP14-PT168) / (#MP14-EN168),N.D
spíritos Boxeadores Obstinados / Battlin' Boxing Spirits ,(#SHSP-PT060) / (#SHSP-EN060),"1,20"
spólios do Chefe Generaidor / Generaider Boss Loot ,(#MYFI-PT036) / (#MYFI-EN036),N.D
spólios do Enterro Tolo / Foolish Burial Goods ,(#BLRR-PT095) / (#BLRR-EN095),N.D
spólios do Enterro Tolo / Foolish Burial Goods ,(#DASA-PT058) / (#DASA-EN058),N.D
spólios do Enterro Tolo / Foolish Burial Goods ,(#MP17-PT218) / (#MP17-EN218),"20,72"
spólios do Enterro Tolo / Foolish Burial Goods ,(#RATE-PT065) / (#RATE-EN065),N.D
spólios do Enterro Tolo / Foolish Burial Goods ,(#SR06-PT026) / (#SR06-EN026),N.D
spada Agulha dos Yosenjus / Yosenjus' Sword Sting ,(#RIRA-PT071) / (#RIRA-EN071),"0,80"
Espada ,Amazoness,N.D
spada Amazoness / Amazoness Swords Woman ,(#DR1-PT116) / (#DR1-EN116),N.D
spada Amazoness / Amazoness Swords Woman ,(#GLD3-PT006) / (#GLD3-EN006),N.D
spada Amazoness / Amazoness Swords Woman ,(#LEDU-PT013) / (#LEDU-EN013),N.D
Espada Amazoness / Amazoness Swords Woman ,(#MFC-061) / (#MFC-061),N.D
spada Amazoness / Amazoness Swords Woman ,(#SS02-PTC06) / (#SS02-ENC06),N.D
spada Amazoness / Amazoness Swords Woman ,(#TP7-PT007) / (#TP7-EN007),N.D
spada Bambu Amaldiçoada / Cursed Bamboo Sword ,(#NECH-PT068) / (#NECH-EN068),N.D
spada Bambu Dourada / Golden Bamboo Sword ,(#LODT-PT062) / (#LODT-EN062),N.D
spada Bambu Dourada / Golden Bamboo Sword ,(#SHVA-PT054) / (#SHVA-EN054),N.D
spada Bambu Flamejante / Burning Bamboo Sword ,(#CIBR-PT066) / (#CIBR-EN066),N.D
spada Bambu Flamejante / Burning Bamboo Sword ,(#MP18-PT146) / (#MP18-EN146),N.D
spada Bambu Quebrada / Broken Bamboo Sword ,(#OP08-PT009) / (#OP08-EN009),N.D
spada Bambu Quebrada / Broken Bamboo Sword ,(#TAEV-PT062) / (#TAEV-EN062),N.D
spada Celestial - Eatos / Celestial Sword - Eatos ,(#DRLG-PT011) / (#DRLG-EN011),N.D
spada da Alma do Dragão / Sword of Dragon's Soul ,(#PCJ-PT003) / (#PCJ-EN003),N.D
spada da Alma do Dragão / Sword of Dragon's Soul ,(#SBLS-PT015) / (#SBLS-EN015),N.D
spada de Fusão Lâmina Murasame / Fusion Sword Murasame Blade ,(#BP03-PT143) / (#BP03-EN143),"1,40"
spada de Fusão Lâmina Murasame / Fusion Sword Murasame Blade ,(#DB2-PT188) / (#DB2-EN188),N.D
Espada de Fusão Lâmina Murasame / Fusion Sword Murasame Blade ,(#LOD-079) / (#LOD-079),N.D
spada de Fusão Lâmina Murasame / Fusion Sword Murasame Blade ,(#SD5-PT026) / (#SD5-EN026),N.D
spada de Luz de Kozmo / Kozmo Lightsword ,(#DOCS-PT086) / (#DOCS-EN086),N.D
spada de Luz de Kozmo / Kozmo Lightsword ,(#PGL3-PT033) / (#PGL3-EN033),N.D
Espada do Come Alma / Sword of the Soul-Eater ,(#AST-086) / (#AST-086),N.D
spada do Come Alma / Sword of the Soul-Eater ,(#DR2-PT199) / (#DR2-EN199),N.D
spada do Dragão Negro de Olhos Vermelhos / Red-Eyes Black Dragon Sword ,(#DRL2-PT012) / (#DRL2-EN012),N.D
spada do Dragão Negro de Olhos Vermelhos / Red-Eyes Black Dragon Sword ,(#DRL3-PT066) / (#DRL3-EN066),N.D
spada do Dragão Negro de Olhos Vermelhos / Red-Eyes Black Dragon Sword ,(#LEDD-PTA43) / (#LEDD-ENA43),N.D
spada do Jacaré / Alligator's Sword ,(#LCJW-PT012) / (#LCJW-EN012),N.D
spada do Jacaré / Alligator's Sword ,(#LDK2-PTJ08) / (#LDK2-ENJ08),N.D
spada do Jacaré / Alligator's Sword ,(#LDK2-PTJ08) / (#LDK2-ENJ08),N.D
spada do Jacaré / Alligator's Sword ,(#LDK2-PTJ08) / (#LDK2-ENJ08),N.D
spada do Jacaré / Alligator's Sword ,(#LDK2-PTJ08) / (#LDK2-ENJ08),N.D
spada do Jacaré / Alligator's Sword ,(#SS02-PTB05) / (#SS02-ENB05),N.D
spada do Jacaré / Alligator's Sword ,(#TU08-PT006) / (#TU08-EN006),N.D
spada do Jacaré / Alligator's Sword ,(#WCPP-PT007) / (#WCPP-EN007),N.D
Espada dos Enraízados / Sword of Deep-Seated ,(#MRD-132) / (#MRD-132),N.D
spada dos Enraízados / Sword of Deep-Seated ,(#SS01-PTC14) / (#SS01-ENC14),N.D
spada Força da Luz / Lightforce Sword ,(#DB1-PT069) / (#DB1-EN069),N.D
spada Força da Luz / Lightforce Sword ,(#DPYG-PT029) / (#DPYG-EN029),N.D
spada Força da Luz / Lightforce Sword ,(#LCYW-PT093) / (#LCYW-EN093),N.D
Espada Força da Luz / Lightforce Sword ,(#PSV-005) / (#PSV-005),N.D
spada Força da Luz / Lightforce Sword ,(#RP02-PT003) / (#RP02-EN003),N.D
spada Força da Luz / Lightforce Sword ,(#SS01-PTA15) / (#SS01-ENA15),N.D
spada Força da Luz / Lightforce Sword ,(#YGLD-PTB37) / (#YGLD-ENB37),N.D
spada Força da Luz / Lightforce Sword ,(#YGLD-PTB37) / (#YGLD-ENB37),N.D
spada Força da Luz / Lightforce Sword ,(#YGLD-PTB37) / (#YGLD-ENB37),N.D
spada Força da Luz / Lightforce Sword ,(#YGLD-PTB37) / (#YGLD-ENB37),N.D
Espada Lendária / Legendary Sword ,(#LOB-040) / (#LOB-040),N.D
spada Lendária / Legendary Sword ,(#SS02-PTB13) / (#SS02-ENB13),N.D
spada Mech Super Quantal - Magnassassina / Super Quantal Mech Sword - Magnaslayer ,(#WIRA-PT039) / (#WIRA-EN039),N.D
spada Psíquica / Psychic Sword ,(#BP03-PT163) / (#BP03-EN163),N.D
spada Psíquica / Psychic Sword ,(#CRMS-PT054) / (#CRMS-EN054),N.D
spada Sagrada das Sete Estrelas / Sacred Sword of Seven Stars ,(#LTGY-PT066) / (#LTGY-EN066),N.D
spada Sagrada das Sete Estrelas / Sacred Sword of Seven Stars ,(#MP14-PT042) / (#MP14-EN042),N.D
spada Sagrada das Sete Estrelas / Sacred Sword of Seven Stars ,(#SDMP-PT029) / (#SDMP-EN029),N.D
spada Serafim Estelar / Star Seraph Sword ,(#JOTL-PT011) / (#JOTL-EN011),N.D
spada Sombria da Destruição / Sword of Dark Destruction ,(#SBAD-PT019) / (#SBAD-EN019),N.D
Espada Sombria da Destruição (#SDY-020 / Sword of Dark Destruction (#SDY-020 ,) / ),N.D
spada Venenosa Solitária / Solitary Sword of Poison ,(#CYHO-PT065) / (#CYHO-EN065),N.D
spada Venenosa Solitária / Solitary Sword of Poison ,(#MP19-PT123) / (#MP19-EN123),N.D
spadachím da Luz Reveladora / Swordsman of Revealing Light ,(#MP15-PT245) / (#MP15-EN245),N.D
spadachím da Luz Reveladora / Swordsman of Revealing Light ,(#SECE-PT095) / (#SECE-EN095),N.D
spadachim da Chama Azul / Blue Flame Swordsman ,(#LC04-PT001) / (#LC04-EN001),N.D
spadachim da Chama Azul / Blue Flame Swordsman ,(#LDK2-PTJ14) / (#LDK2-ENJ14),N.D
spadachim da Chama Azul / Blue Flame Swordsman ,(#LDK2-PTJ14) / (#LDK2-ENJ14),N.D
spadachim da Chama Azul / Blue Flame Swordsman ,(#LDK2-PTJ14) / (#LDK2-ENJ14),N.D
spadachim da Chama Azul / Blue Flame Swordsman ,(#LDK2-PTJ14) / (#LDK2-ENJ14),N.D
spadachim da Condenação Tornassol / Litmus Doom Swordsman ,(#BLRR-PT013) / (#BLRR-EN013),N.D
spadachim das Chamas / Flame Swordsman ,(#DB1-PT100) / (#DB1-EN100),N.D
spadachim das Chamas / Flame Swordsman ,(#DLG1-PT003) / (#DLG1-EN003),N.D
spadachim das Chamas / Flame Swordsman ,(#LCJW-PT053) / (#LCJW-EN053),N.D
Espadachim das Chamas / Flame Swordsman ,(#LOB-003) / (#LOB-003),N.D
spadachim das Chamas / Flame Swordsman ,(#MIL1-PT038) / (#MIL1-EN038),N.D
spadachim das Chamas / Flame Swordsman ,(#RP01-PT002) / (#RP01-EN002),N.D
Espadachim das Chamas / Flame Swordsman ,(#SDJ-024) / (#SDJ-024),N.D
spadachim das Chamas / Flame Swordsman ,(#SS02-PTB20) / (#SS02-ENB20),N.D
spadachim de Landstar / Swordsman of Landstar ,(#DB1-PT206) / (#DB1-EN206),N.D
spadachim de Landstar / Swordsman of Landstar ,(#LCJW-PT010) / (#LCJW-EN010),N.D
Espadachim de Landstar / Swordsman of Landstar ,(#LON-002) / (#LON-002),N.D
Espadachim de Landstar / Swordsman of Landstar ,(#SDJ-002) / (#SDJ-002),N.D
spadachim de uma Terra Distante / Swordsman from a Distant Land ,(#LVAL-PT091) / (#LVAL-EN091),N.D
spadachim Dododo / Dododo Swordsman ,(#SECE-PT092) / (#SECE-EN092),N.D
spadachim Silencioso / Silent Swordsman ,(#DPRP-PT001) / (#DPRP-EN001),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#DPRP-PT016) / (#DPRP-EN016),"0,40"
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#DR3-PT069) / (#DR3-EN069),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#DT05-PT009) / (#DT05-EN009),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#LCYW-PT033) / (#LCYW-EN033),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#RDS-PT009) / (#RDS-EN009),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#YGLD-PTC08) / (#YGLD-ENC08),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#YGLD-PTC08) / (#YGLD-ENC08),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#YGLD-PTC08) / (#YGLD-ENC08),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#YGLD-PTC08) / (#YGLD-ENC08),N.D
spadachim Silencioso LV3 / Silent Swordsman LV3 ,(#YSYR-PT017) / (#YSYR-EN017),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#DPRP-PT017) / (#DPRP-EN017),"0,80"
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#DR3-PT128) / (#DR3-EN128),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#DT05-PT056) / (#DT05-EN056),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#EEN-PTSE4) / (#EEN-ENSE4),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#FET-PT008) / (#FET-EN008),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#LCYW-PT034) / (#LCYW-EN034),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#YGLD-PTC07) / (#YGLD-ENC07),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#YGLD-PTC07) / (#YGLD-ENC07),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#YGLD-PTC07) / (#YGLD-ENC07),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#YGLD-PTC07) / (#YGLD-ENC07),N.D
spadachim Silencioso LV5 / Silent Swordsman LV5 ,(#YSYR-PT018) / (#YSYR-EN018),N.D
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#DL17-PT003) / (#DL17-EN003),N.D
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#DPRP-PT018) / (#DPRP-EN018),"0,40"
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#DT06-PT001) / (#DT06-EN001),N.D
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#LCYW-PT035) / (#LCYW-EN035),N.D
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#WC5-PT001) / (#WC5-EN001),N.D
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#YGLD-PTC06) / (#YGLD-ENC06),N.D
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#YGLD-PTC06) / (#YGLD-ENC06),N.D
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#YGLD-PTC06) / (#YGLD-ENC06),N.D
spadachim Silencioso LV7 / Silent Swordsman LV7 ,(#YGLD-PTC06) / (#YGLD-ENC06),N.D
spadachim Sorrateiro / Swordstalker ,(#DPKB-PT004) / (#DPKB-EN004),N.D
Espadachim Sorrateiro / Swordstalker ,(#SDK-025) / (#SDK-025),N.D
spadas da Alvorada / Swords at Dawn ,(#NKRT-PT030) / (#NKRT-EN030),N.D
spadas da Alvorada / Swords at Dawn ,(#SHSP-PT066) / (#SHSP-EN066),N.D
spadas da Luz Abrasadora / Swords of Burning Light ,(#YS13-PT021) / (#YS13-EN021),N.D
spadas da Luz Oculta / Swords of Concealing Light ,(#BP02-PT147) / (#BP02-EN147),N.D
spadas da Luz Oculta / Swords of Concealing Light ,(#BP03-PT151) / (#BP03-EN151),N.D
spadas da Luz Oculta / Swords of Concealing Light ,(#DR3-PT162) / (#DR3-EN162),N.D
spadas da Luz Oculta / Swords of Concealing Light ,(#FET-PT042) / (#FET-EN042),N.D
spadas da Luz Oculta / Swords of Concealing Light ,(#LCYW-PT281) / (#LCYW-EN281),N.D
spadas da Luz Oculta / Swords of Concealing Light ,(#SD5-PT031) / (#SD5-EN031),N.D
spadas da Luz Oculta / Swords of Concealing Light ,(#SDMY-PT033) / (#SDMY-EN033),N.D
spadas da Luz Oculta / Swords of Concealing Light ,(#SR04-PT026) / (#SR04-EN026),N.D
spadas da Luz Reveladora / Swords of Revealing Light ,(#BP01-PT033) / (#BP01-EN033),N.D
spadas da Luz Reveladora / Swords of Revealing Light ,(#BP03-PT133) / (#BP03-EN133),N.D
spadas da Luz Reveladora / Swords of Revealing Light ,(#DB1-PT129) / (#DB1-EN129),N.D
